TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
12-10-2024,28.6,34.4,31.7,68,0,8,5,110,3,SE
13-10-2024,28,35.1,31.2,71,0,8,9,120,3,SE
14-10-2024,28.8,34.6,31,71,0,8,5,120,3,SE
15-10-2024,27.6,33.6,31,71,0,8,4,160,2,S
16-10-2024,26.8,34.8,31,60,0,8,10,180,3,S
17-10-2024,26.7,33.4,30.9,60,0,8,8,170,2,N
18-10-2024,26,34.8,30.7,66,0,8,5,130,2,SE
19-10-2024,26,34.8,30.6,72,0,8,8,120,3,SE
20-10-2024,27.7,33.8,30.7,74,0,8,8,140,2,S
21-10-2024,26,34.3,29.8,72,0,7.6,10,20,1,C
22-10-2024,26.6,33.8,30.3,72,0,8,9,180,2,C
23-10-2024,24.6,34,30.5,72,0,8,6,190,2,S
24-10-2024,26.3,34.6,31.2,72,0,8,6,200,2,S
25-10-2024,26.8,35,30.9,73,0,8,6,250,2,S
26-10-2024,27,34.8,31,69,0,8,4,150,1,C
27-10-2024,27,35,30.9,74,0,8,7,180,3,S
28-10-2024,26.8,35.4,31.3,70,0,8,8,120,3,SE
29-10-2024,27.4,34.8,31,75,0,8,6,220,4,S
30-10-2024,29.6,35.2,32.1,63,0,8,6,200,3,SE
31-10-2024,28.4,35.6,31.6,72,0,8,9,120,3,SE
01-11-2024,25,32.2,27.9,88,14.3,8,4,120,1,C
02-11-2024,25,33.2,28.7,87,6.3,0.2,4,190,1,C
03-11-2024,26,33.8,28.6,87,19.6,0,10,300,2,C
04-11-2024,25.6,33.2,29.6,80,4.5,7,4,180,1,C
05-11-2024,25.8,33.5,30.3,78,0,8,5,120,2,SE
06-11-2024,27.1,33.8,31,68,0,8,8,180,2,C
07-11-2024,25.5,33.8,30,77,0,8,8,130,2,C
08-11-2024,26.6,33,30.8,77,0,8,4,170,2,SE
09-11-2024,28.6,35.8,31.3,73,0,8,5,200,2,S
10-11-2024,28.4,33.6,30,79,0,8,10,180,1,C
11-11-2024,26.6,35,30.5,75,0,6.7,7,130,2,C
12-11-2024,26.4,33.6,29.6,81,0,8,8,80,1,C
13-11-2024,26.4,33.8,29.9,80,14.4,7.2,5,150,2,C
14-11-2024,26.4,35.2,30.3,79,0,8,8,160,4,SE
15-11-2024,28.4,35,31.7,70,0,8,7,120,2,C
16-11-2024,27,34.8,30.4,80,8888,8,5,140,1,C
17-11-2024,26.8,34,30.4,79,8888,8,8,130,1,C
18-11-2024,26.8,32,29.7,82,0,8,3,190,0,C
19-11-2024,24.6,33.5,28.8,84,54.5,5.3,7,120,2,C
20-11-2024,25.7,32,29.9,83,0,7.8,8,200,1,C
21-11-2024,26.1,34,29.5,85,0,6.4,8,150,1,C
22-11-2024,26.4,33.4,30.3,80,0,6.7,4,120,1,C
23-11-2024,27.2,33,30.4,79,0,8,6,160,1,C
24-11-2024,26.8,32.6,29.5,85,0,7.8,4,330,1,C
25-11-2024,26,32.6,28.7,88,31.1,3.3,5,320,1,C
26-11-2024,26.2,33,29.6,83,9.5,2.7,5,340,1,C
27-11-2024,27.4,33.6,29.3,86,8888,4.9,9,60,2,C
28-11-2024,25.7,32.7,29.2,84,38.7,5,7,330,2,C
29-11-2024,26,32.2,28.5,88,4.1,7.5,6,90,1,C
30-11-2024,26,33.8,29.5,82,1.5,2.2,4,290,2,C
01-12-2024,26.8,30.2,27.6,92,6.4,8,7,100,1,C
02-12-2024,24.6,31.2,26.7,94,5.5,0.2,3,300,1,C
03-12-2024,25,32.4,29.5,82,61.5,2.3,4,310,1,C
04-12-2024,26.4,31.4,28.9,85,1.5,7.6,4,290,1,C
05-12-2024,26.4,32.8,28.5,88,2.6,1.1,9,310,3,C
06-12-2024,25,28.2,25.6,98,77,1.7,6,310,2,NW
07-12-2024,23.8,31.4,28.1,83,12.1,0,5,330,2,NW
08-12-2024,27,33.4,29.7,80,8888,4.5,11,330,4,NW
09-12-2024,27,33,29,80,1,4.9,7,310,2,C
10-12-2024,25.4,31.8,28,87,4.4,0.1,6,200,2,C
11-12-2024,25.2,31,27.3,89,30.3,4.7,5,310,1,C
12-12-2024,25.4,31.6,26.4,97,21.4,3.2,9,330,1,C
13-12-2024,25.4,32,28.1,87,65.7,1,4,120,1,C
14-12-2024,25.6,31,26.4,91,0.3,2.2,9,280,2,C
15-12-2024,25.4,30.7,27.1,91,18.2,0.5,10,280,2,C
16-12-2024,24.4,29,26.7,93,27.5,0,8,290,2,C
17-12-2024,25.8,32.8,28.3,87,1.1,0,8,300,2,C
18-12-2024,26,31.4,28.3,86,8888,3.2,6,150,1,C
19-12-2024,25.8,34,29.2,82,0,2.9,10,300,4,NW
20-12-2024,27.8,34.2,30.3,73,0,2.9,12,300,3,NW
21-12-2024,27.6,32.6,28.7,83,0,8,6,290,2,C
22-12-2024,26,33,27.6,89,6.1,0,9,150,2,C
23-12-2024,24.6,33,28.8,82,7,2.3,5,300,2,C
24-12-2024,25.1,32.2,29,82,11.3,8,5,310,2,NW
25-12-2024,25.6,29,26.5,92,0,7.4,6,310,1,C
26-12-2024,24.8,31.2,27.7,88,50.3,0,4,180,1,C
27-12-2024,25.4,33.5,29.5,80,0,0.5,7,310,2,NW
28-12-2024,27.1,33.4,28.5,83,0,8,6,350,3,NW
29-12-2024,25.8,32.4,28.5,81,13.1,0.7,8,250,2,C
30-12-2024,25.9,32.9,28.4,80,8888,1.8,5,320,2,NW
31-12-2024,25.8,30.8,28.1,84,8888,3.3,8,290,3,NW
